receivedAt,timestamp,eventType,userId,sessionId,questStage,turnIndex,conversationRole,npcId,npcName,npcRole,stepId,prompt,choiceKey,choiceLabel,text,roleLevel,branch,country,userAgent
2026-04-30T09:56:42.771Z,2026-04-30T09:56:42.680Z,final_report,user_0deff27b-58a5-4994-843b-f90f2fce731f,session_e9806714-1e1b-4ef0-9be9-ff5ae8bad19f,complete,,,,,,,,,,"{""report"":{""generatedAt"":""2026-04-30T09:56:42.648Z"",""playerProfile"":{""roleLevel"":""manager"",""team"":""Other"",""country"":""Netherlands""},""profile"":{""title"":""People & Culture Advocate"",""summary"":""You prioritize wellbeing, fairness, and psychological safety, especially when deadlines tempt people to absorb the damage quietly."",""dominantPillar"":""conduct"",""openingTendency"":""people""},""baseline"":{""understanding"":4,""relevance"":null,""confidence"":null},""openingDilemma"":""people"",""openingPov"":{""title"":""People-Impact Lens"",""routeLabel"":""people-first route"",""routeSummary"":""you chose to protect the people carrying the cost of pressure before anything else."",""profileTitle"":""People & Culture Advocate"",""profileSummary"":""You prioritize wellbeing, fairness, and psychological safety, especially when deadlines tempt people to absorb the damage quietly."",""town"":[""otis"",""frank""],""office"":[""suzy"",""hazel""]},""openingCommitment"":""check in privately and redistribute pressure quietly before the checkpoint hits."",""pillars"":{""env"":{""label"":""Environmental Stewardship"",""color"":""#7ab68b"",""personal"":""flag_energy"",""delaware"":""flag_energy"",""visibility"":3,""gap"":false,""adaptiveAnswer"":null},""people"":{""label"":""People & Culture"",""color"":""#d8b58c"",""personal"":""check_in"",""delaware"":""check_in"",""visibility"":2,""gap"":false,""adaptiveAnswer"":null},""conduct"":{""label"":""Business Conduct"",""color"":""#8ca6a0"",""personal"":""flag_up"",""delaware"":""flag_up"",""visibility"":4,""gap"":false,""adaptiveAnswer"":null},""chain"":{""label"":""Responsible Value Chain"",""color"":""#a08cb4"",""personal"":""responsible"",""delaware"":""negotiate"",""visibility"":3,""gap"":true,""adaptiveAnswer"":null}},""finalReflection"":{""strongest"":""people"",""mostImportant"":""people"",""biggestGap"":""env"",""focusNext"":""visible_action""},""postGame"":{""understanding"":null,""reflection"":null,""learning"":null},""learningGain"":null,""pillarOrder"":{""town"":[""otis"",""frank""],""office"":[""suzy"",""hazel""]},""choiceAnswers"":[{""id"":""olive-baseline_understanding-0"",""npcId"":""olive"",""npcName"":""Olive the Owl"",""npcRole"":""Sustainability Guide"",""stepId"":""baseline_understanding"",""prompt"":""welcome. one question before we begin — delaware's work is built around five values: entrepreneurship, team spirit, respect, commitment, and care. thinking about where you work today, how much do you see those values shape real decisions?"",""answer"":""4 — fairly often"",""choiceKey"":""4""},{""id"":""olive-opening_dilemma-1"",""npcId"":""olive"",""npcName"":""Olive the Owl"",""npcRole"":""Sustainability Guide"",""stepId"":""opening_dilemma"",""prompt"":""when pressure rises like that, which line do you protect first?"",""answer"":""the human cost. i won't let one person quietly absorb the pressure so the meeting still looks good."",""choiceKey"":""people""},{""id"":""olive-opening_commitment-2"",""npcId"":""olive"",""npcName"":""Olive the Owl"",""npcRole"":""Sustainability Guide"",""stepId"":""opening_commitment"",""prompt"":""the teammate carrying the extra load says they're fine, but it's obvious they've been absorbing the pressure for weeks. if you keep the human cost at the centre, what are you prepared to do next?"",""answer"":""check in privately and redistribute pressure quietly before the checkpoint hits."",""choiceKey"":""protect_quietly""},{""id"":""frank-env_scenario_personal-3"",""npcId"":""frank"",""npcName"":""Frank the Fish"",""npcRole"":""Environmental Stewardship"",""stepId"":""env_scenario_personal"",""prompt"":""If this were your recommendation to make — what would you lean toward?"",""answer"":""Flag the energy cost to the client and factor it into the recommendation."",""choiceKey"":""flag_energy""},{""id"":""frank-env_scenario_delaware-4"",""npcId"":""frank"",""npcName"":""Frank the Fish"",""npcRole"":""Environmental Stewardship"",""stepId"":""env_scenario_delaware"",""prompt"":""And what do you think delaware would expect a consultant to do in a situation like this?"",""answer"":""Flag the energy cost — include it in the recommendation."",""choiceKey"":""flag_energy""},{""id"":""frank-env_scale-5"",""npcId"":""frank"",""npcName"":""Frank the Fish"",""npcRole"":""Environmental Stewardship"",""stepId"":""env_scale"",""prompt"":""Last question from me. How often do you see environmental considerations genuinely shaping real decisions where you work?"",""answer"":""3 — sometimes"",""choiceKey"":""3""},{""id"":""otis-people_scenario_personal-6"",""npcId"":""otis"",""npcName"":""Otis the Otter"",""npcRole"":""People & Culture"",""stepId"":""people_scenario_personal"",""prompt"":""What would you do in this moment?"",""answer"":""Check in with them privately first, then decide how to escalate."",""choiceKey"":""check_in""},{""id"":""otis-people_scenario_delaware-7"",""npcId"":""otis"",""npcName"":""Otis the Otter"",""npcRole"":""People & Culture"",""stepId"":""people_scenario_delaware"",""prompt"":""What do you think happens in situations like this here, usually? What would delaware expect someone to do?"",""answer"":""Check in privately first, then escalate if needed."",""choiceKey"":""check_in""},{""id"":""otis-people_scale-8"",""npcId"":""otis"",""npcName"":""Otis the Otter"",""npcRole"":""People & Culture"",""stepId"":""people_scale"",""prompt"":""One more. How safe does it feel to express a different view or raise a concern in your team?"",""answer"":""2 — occasionally"",""choiceKey"":""2""},{""id"":""suzy-conduct_scenario_personal-9"",""npcId"":""suzy"",""npcName"":""Suzy the Sheep"",""npcRole"":""Business Conduct"",""stepId"":""conduct_scenario_personal"",""prompt"":""What would feel like the right response for you?"",""answer"":""Flag the workaround to a manager before deciding — get clarity on whether it's acceptable."",""choiceKey"":""flag_up""},{""id"":""suzy-conduct_scenario_delaware-10"",""npcId"":""suzy"",""npcName"":""Suzy the Sheep"",""npcRole"":""Business Conduct"",""stepId"":""conduct_scenario_delaware"",""prompt"":""What do you think delaware's leadership would expect someone to do here?"",""answer"":""Flag it and seek guidance before proceeding."",""choiceKey"":""flag_up""},{""id"":""suzy-conduct_scale-11"",""npcId"":""suzy"",""npcName"":""Suzy the Sheep"",""npcRole"":""Business Conduct"",""stepId"":""conduct_scale"",""prompt"":""And how safe would it feel to raise a concern about a process or compliance issue in your context?"",""answer"":""4 — fairly often"",""choiceKey"":""4""},{""id"":""hazel-chain_scenario_personal-12"",""npcId"":""hazel"",""npcName"":""Hazel the Hedgehog"",""npcRole"":""Responsible Value Chain"",""stepId"":""chain_scenario_personal"",""prompt"":""What would you lean toward in this decision?"",""answer"":""Go with the responsible supplier — the cost difference is worth the alignment."",""choiceKey"":""responsible""},{""id"":""hazel-chain_scenario_delaware-13"",""npcId"":""hazel"",""npcName"":""Hazel the Hedgehog"",""npcRole"":""Responsible Value Chain"",""stepId"":""chain_scenario_delaware"",""prompt"":""What do you think delaware would actually prioritise in a supplier decision like this?"",""answer"":""Use procurement leverage to push suppliers to improve."",""choiceKey"":""negotiate""},{""id"":""hazel-chain_scale-14"",""npcId"":""hazel"",""npcName"":""Hazel the Hedgehog"",""npcRole"":""Responsible Value Chain"",""stepId"":""chain_scale"",""prompt"":""Last one. How visible is responsible external decision-making — around suppliers, partners, and longer-term impact — in your everyday work?"",""answer"":""3 — sometimes"",""choiceKey"":""3""},{""id"":""olive-final_strongest-15"",""npcId"":""olive"",""npcName"":""Olive the Owl"",""npcRole"":""Sustainability Guide"",""stepId"":""final_strongest"",""prompt"":""which pillar feels strongest in terms of how it shows up in daily practice at delaware?"",""answer"":""People & Culture"",""choiceKey"":""people""},{""id"":""olive-final_important-16"",""npcId"":""olive"",""npcName"":""Olive the Owl"",""npcRole"":""Sustainability Guide"",""stepId"":""final_important"",""prompt"":""and which pillar matters most to you personally?"",""answer"":""People & Culture — the human dimension matters most to me."",""choiceKey"":""people""},{""id"":""olive-final_gap-17"",""npcId"":""olive"",""npcName"":""Olive the Owl"",""npcRole"":""Sustainability Guide"",""stepId"":""final_gap"",""prompt"":""where do you see the biggest gap between delaware's sustainability ambition and what you experience in practice?"",""answer"":""the environmental side — intentions are there but daily operations don't always reflect it."",""choiceKey"":""env""},{""id"":""olive-final_focus-18"",""npcId"":""olive"",""npcName"":""Olive the Owl"",""npcRole"":""Sustainability Guide"",""stepId"":""final_focus"",""prompt"":""last one. what should delaware prioritize to close that gap?"",""answer"":""more visible action — less strategy, more tangible change people can see and feel."",""choiceKey"":""visible_action""}],""reflectionAnswers"":[],""benchmark"":[{""stepId"":""env_scenario_personal"",""npcName"":""Frank the Fish"",""playerChoiceKey"":""flag_energy"",""bars"":[{""key"":""flag_energy"",""label"":""flag energy cost"",""percent"":33,""isPlayerChoice"":true},{""key"":""lighter_model"",""label"":""default to lighter model"",""percent"":28,""isPlayerChoice"":false},{""key"":""note_internally"",""label"":""note internally"",""percent"":24,""isPlayerChoice"":false},{""key"":""full_info"",""label"":""full info to client"",""percent"":15,""isPlayerChoice"":false}]},{""stepId"":""people_scenario_personal"",""npcName"":""Otis the Otter"",""playerChoiceKey"":""check_in"",""bars"":[{""key"":""raise_now"",""label"":""raise it now"",""percent"":26,""isPlayerChoice"":false},{""key"":""check_in"",""label"":""check in privately"",""percent"":45,""isPlayerChoice"":true},{""key"":""let_lead"",""label"":""leave to manager"",""percent"":16,""isPlayerChoice"":false},{""key"":""document"",""label"":""document and flag later"",""percent"":13,""isPlayerChoice"":false}]},{""stepId"":""conduct_scenario_personal"",""npcName"":""Suzy the Sheep"",""playerChoiceKey"":""flag_up"",""bars"":[{""key"":""follow_proper"",""label"":""follow full process"",""percent"":34,""isPlayerChoice"":false},{""key"":""flag_up"",""label"":""flag and seek guidance"",""percent"":38,""isPlayerChoice"":true},{""key"":""use_workaround"",""label"":""use the workaround"",""percent"":12,""isPlayerChoice"":false},{""key"":""suggest_review"",""label"":""use it, push for review"",""percent"":16,""isPlayerChoice"":false}]},{""stepId"":""chain_scenario_personal"",""npcName"":""Hazel the Hedgehog"",""playerChoiceKey"":""responsible"",""bars"":[{""key"":""responsible"",""label"":""responsible supplier"",""percent"":41,""isPlayerChoice"":true},{""key"":""negotiate"",""label"":""negotiate standards"",""percent"":29,""isPlayerChoice"":false},{""key"":""cost"",""label"":""prioritise cost"",""percent"":19,""isPlayerChoice"":false},{""key"":""escalate"",""label"":""escalate to leadership"",""percent"":11,""isPlayerChoice"":false}]}],""scores"":{""env"":60,""people"":40,""conduct"":80,""chain"":60},""stats"":[{""label"":""Questions answered"",""value"":""19""},{""label"":""Pillar gaps found"",""value"":""1 of 4""},{""label"":""Understanding gain"",""value"":""—""},{""label"":""Baseline confidence"",""value"":""—""},{""label"":""Post-game learning"",""value"":""—""},{""label"":""Value chain visibility"",""value"":""3/5""}]},""choices"":[{""npcId"":""olive"",""npcName"":""Olive the Owl"",""npcRole"":""Sustainability Guide"",""stepId"":""baseline_understanding"",""prompt"":""welcome. one question before we begin — delaware's work is built around five values: entrepreneurship, team spirit, respect, commitment, and care. thinking about where you work today, how much do you see those values shape real decisions?"",""choiceKey"":""4"",""choiceLabel"":""4 — fairly often""},{""npcId"":""olive"",""npcName"":""Olive the Owl"",""npcRole"":""Sustainability Guide"",""stepId"":""opening_dilemma"",""prompt"":""when pressure rises like that, which line do you protect first?"",""choiceKey"":""people"",""choiceLabel"":""the human cost. i won't let one person quietly absorb the pressure so the meeting still looks good.""},{""npcId"":""olive"",""npcName"":""Olive the Owl"",""npcRole"":""Sustainability Guide"",""stepId"":""opening_commitment"",""prompt"":""the teammate carrying the extra load says they're fine, but it's obvious they've been absorbing the pressure for weeks. if you keep the human cost at the centre, what are you prepared to do next?"",""choiceKey"":""protect_quietly"",""choiceLabel"":""check in privately and redistribute pressure quietly before the checkpoint hits.""},{""npcId"":""frank"",""npcName"":""Frank the Fish"",""npcRole"":""Environmental Stewardship"",""stepId"":""env_scenario_personal"",""prompt"":""If this were your recommendation to make — what would you lean toward?"",""choiceKey"":""flag_energy"",""choiceLabel"":""Flag the energy cost to the client and factor it into the recommendation.""},{""npcId"":""frank"",""npcName"":""Frank the Fish"",""npcRole"":""Environmental Stewardship"",""stepId"":""env_scenario_delaware"",""prompt"":""And what do you think delaware would expect a consultant to do in a situation like this?"",""choiceKey"":""flag_energy"",""choiceLabel"":""Flag the energy cost — include it in the recommendation.""},{""npcId"":""frank"",""npcName"":""Frank the Fish"",""npcRole"":""Environmental Stewardship"",""stepId"":""env_scale"",""prompt"":""Last question from me. How often do you see environmental considerations genuinely shaping real decisions where you work?"",""choiceKey"":""3"",""choiceLabel"":""3 — sometimes""},{""npcId"":""otis"",""npcName"":""Otis the Otter"",""npcRole"":""People & Culture"",""stepId"":""people_scenario_personal"",""prompt"":""What would you do in this moment?"",""choiceKey"":""check_in"",""choiceLabel"":""Check in with them privately first, then decide how to escalate.""},{""npcId"":""otis"",""npcName"":""Otis the Otter"",""npcRole"":""People & Culture"",""stepId"":""people_scenario_delaware"",""prompt"":""What do you think happens in situations like this here, usually? What would delaware expect someone to do?"",""choiceKey"":""check_in"",""choiceLabel"":""Check in privately first, then escalate if needed.""},{""npcId"":""otis"",""npcName"":""Otis the Otter"",""npcRole"":""People & Culture"",""stepId"":""people_scale"",""prompt"":""One more. How safe does it feel to express a different view or raise a concern in your team?"",""choiceKey"":""2"",""choiceLabel"":""2 — occasionally""},{""npcId"":""suzy"",""npcName"":""Suzy the Sheep"",""npcRole"":""Business Conduct"",""stepId"":""conduct_scenario_personal"",""prompt"":""What would feel like the right response for you?"",""choiceKey"":""flag_up"",""choiceLabel"":""Flag the workaround to a manager before deciding — get clarity on whether it's acceptable.""},{""npcId"":""suzy"",""npcName"":""Suzy the Sheep"",""npcRole"":""Business Conduct"",""stepId"":""conduct_scenario_delaware"",""prompt"":""What do you think delaware's leadership would expect someone to do here?"",""choiceKey"":""flag_up"",""choiceLabel"":""Flag it and seek guidance before proceeding.""},{""npcId"":""suzy"",""npcName"":""Suzy the Sheep"",""npcRole"":""Business Conduct"",""stepId"":""conduct_scale"",""prompt"":""And how safe would it feel to raise a concern about a process or compliance issue in your context?"",""choiceKey"":""4"",""choiceLabel"":""4 — fairly often""},{""npcId"":""hazel"",""npcName"":""Hazel the Hedgehog"",""npcRole"":""Responsible Value Chain"",""stepId"":""chain_scenario_personal"",""prompt"":""What would you lean toward in this decision?"",""choiceKey"":""responsible"",""choiceLabel"":""Go with the responsible supplier — the cost difference is worth the alignment.""},{""npcId"":""hazel"",""npcName"":""Hazel the Hedgehog"",""npcRole"":""Responsible Value Chain"",""stepId"":""chain_scenario_delaware"",""prompt"":""What do you think delaware would actually prioritise in a supplier decision like this?"",""choiceKey"":""negotiate"",""choiceLabel"":""Use procurement leverage to push suppliers to improve.""},{""npcId"":""hazel"",""npcName"":""Hazel the Hedgehog"",""npcRole"":""Responsible Value Chain"",""stepId"":""chain_scale"",""prompt"":""Last one. How visible is responsible external decision-making — around suppliers, partners, and longer-term impact — in your everyday work?"",""choiceKey"":""3"",""choiceLabel"":""3 — sometimes""},{""npcId"":""olive"",""npcName"":""Olive the Owl"",""npcRole"":""Sustainability Guide"",""stepId"":""final_strongest"",""prompt"":""which pillar feels strongest in terms of how it shows up in daily practice at delaware?"",""choiceKey"":""people"",""choiceLabel"":""People & Culture""},{""npcId"":""olive"",""npcName"":""Olive the Owl"",""npcRole"":""Sustainability Guide"",""stepId"":""final_important"",""prompt"":""and which pillar matters most to you personally?"",""choiceKey"":""people"",""choiceLabel"":""People & Culture — the human dimension matters most to me.""},{""npcId"":""olive"",""npcName"":""Olive the Owl"",""npcRole"":""Sustainability Guide"",""stepId"":""final_gap"",""prompt"":""where do you see the biggest gap between delaware's sustainability ambition and what you experience in practice?"",""choiceKey"":""env"",""choiceLabel"":""the environmental side — intentions are there but daily operations don't always reflect it.""},{""npcId"":""olive"",""npcName"":""Olive the Owl"",""npcRole"":""Sustainability Guide"",""stepId"":""final_focus"",""prompt"":""last one. what should delaware prioritize to close that gap?"",""choiceKey"":""visible_action"",""choiceLabel"":""more visible action — less strategy, more tangible change people can see and feel.""}],""reflections"":{}}",manager,,Netherlands,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
2026-04-30T18:07:36.560Z,2026-04-30T18:07:35.577Z,profile_submitted,user_fae85674-2696-496f-9f35-17416ef88d52,session_c0319e09-a5eb-4e82-8e79-5fd0d7da94ba,,,,,,,,,,,,team_lead,,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-04-30T18:10:02.026Z,2026-04-30T18:10:01.649Z,question_answer,user_fae85674-2696-496f-9f35-17416ef88d52,session_c0319e09-a5eb-4e82-8e79-5fd0d7da94ba,baselineDilemma,,,olive,Olive the Owl,Sustainability Guide,baseline_understanding,"welcome. one question before we begin — delaware's work is built around five values: entrepreneurship, team spirit, respect, commitment, and care. thinking about where you work today, how much do you see those values shape real decisions?",4,4 — fairly often,,team_lead,,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-04-30T18:11:48.256Z,2026-04-30T18:11:48.166Z,question_answer,user_fae85674-2696-496f-9f35-17416ef88d52,session_c0319e09-a5eb-4e82-8e79-5fd0d7da94ba,baselineDilemma,,,olive,Olive the Owl,Sustainability Guide,opening_dilemma,"when pressure rises like that, which line do you protect first?",chain,the long-term trust. i won't make tomorrow easier if it weakens the decisions that come after it.,,team_lead,,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-04-30T18:13:24.180Z,2026-04-30T18:13:24.096Z,question_answer,user_fae85674-2696-496f-9f35-17416ef88d52,session_c0319e09-a5eb-4e82-8e79-5fd0d7da94ba,baselineDilemma,,,olive,Olive the Owl,Sustainability Guide,opening_commitment,"everyone keeps calling this a temporary compromise for one checkpoint. but you know once a softened story lands well, it often becomes the version people keep using. if you're taking the long view, how far do you push it?",senior_tradeoff,push the trade-off upward and make the long-term trust risk explicit to leadership.,,team_lead,,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-04-30T18:17:11.708Z,2026-04-30T18:17:11.610Z,question_answer,user_fae85674-2696-496f-9f35-17416ef88d52,session_c0319e09-a5eb-4e82-8e79-5fd0d7da94ba,townPillars,,,frank,Frank the Fish,Environmental Stewardship,env_scenario_personal,If this were your recommendation to make — what would you lean toward?,note_internally,Note it internally as a sustainability consideration but lead with performance in the client conversation.,,team_lead,,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-04-30T18:17:36.954Z,2026-04-30T18:17:36.862Z,question_answer,user_fae85674-2696-496f-9f35-17416ef88d52,session_c0319e09-a5eb-4e82-8e79-5fd0d7da94ba,townPillars,,,frank,Frank the Fish,Environmental Stewardship,env_scenario_delaware,And what do you think delaware would expect a consultant to do in a situation like this?,lighter_model,Default to the lighter model where performance allows.,,team_lead,,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-04-30T18:18:58.793Z,2026-04-30T18:18:58.704Z,question_answer,user_fae85674-2696-496f-9f35-17416ef88d52,session_c0319e09-a5eb-4e82-8e79-5fd0d7da94ba,townPillars,,,otis,Otis the Otter,People & Culture,people_scenario_personal,What would you do in this moment?,check_in,"Check in with them privately first, then decide how to escalate.",,team_lead,,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-04-30T18:17:46.885Z,2026-04-30T18:17:46.695Z,question_answer,user_fae85674-2696-496f-9f35-17416ef88d52,session_c0319e09-a5eb-4e82-8e79-5fd0d7da94ba,townPillars,,,frank,Frank the Fish,Environmental Stewardship,env_scale,Last question from me. How often do you see environmental considerations genuinely shaping real decisions where you work?,3,3 — sometimes,,team_lead,,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-04-30T18:19:17.131Z,2026-04-30T18:19:17.042Z,question_answer,user_fae85674-2696-496f-9f35-17416ef88d52,session_c0319e09-a5eb-4e82-8e79-5fd0d7da94ba,townPillars,,,otis,Otis the Otter,People & Culture,people_scenario_delaware,"What do you think happens in situations like this here, usually? What would delaware expect someone to do?",check_in,"Check in privately first, then escalate if needed.",,team_lead,,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-04-30T18:19:24.625Z,2026-04-30T18:19:24.542Z,question_answer,user_fae85674-2696-496f-9f35-17416ef88d52,session_c0319e09-a5eb-4e82-8e79-5fd0d7da94ba,townPillars,,,otis,Otis the Otter,People & Culture,people_scale,One more. How safe does it feel to express a different view or raise a concern in your team?,4,4 — fairly often,,team_lead,,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-04-30T18:20:28.340Z,2026-04-30T18:20:28.256Z,question_answer,user_fae85674-2696-496f-9f35-17416ef88d52,session_c0319e09-a5eb-4e82-8e79-5fd0d7da94ba,officePillars,,,suzy,Suzy the Sheep,Business Conduct,conduct_scenario_personal,What would feel like the right response for you?,flag_up,Flag the workaround to a manager before deciding — get clarity on whether it's acceptable.,,team_lead,,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-04-30T18:22:48.486Z,2026-04-30T18:22:48.397Z,question_answer,user_fae85674-2696-496f-9f35-17416ef88d52,session_c0319e09-a5eb-4e82-8e79-5fd0d7da94ba,officePillars,,,suzy,Suzy the Sheep,Business Conduct,conduct_scenario_delaware,What do you think delaware's leadership would expect someone to do here?,suggest_review,Use it and raise a process review — pragmatic but constructive.,,team_lead,,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-04-30T18:22:53.252Z,2026-04-30T18:22:53.143Z,question_answer,user_fae85674-2696-496f-9f35-17416ef88d52,session_c0319e09-a5eb-4e82-8e79-5fd0d7da94ba,officePillars,,,suzy,Suzy the Sheep,Business Conduct,conduct_scale,And how safe would it feel to raise a concern about a process or compliance issue in your context?,4,4 — fairly often,,team_lead,,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-04-30T18:24:06.618Z,2026-04-30T18:24:06.423Z,question_answer,user_fae85674-2696-496f-9f35-17416ef88d52,session_c0319e09-a5eb-4e82-8e79-5fd0d7da94ba,officePillars,,,hazel,Hazel the Hedgehog,Responsible Value Chain,chain_scenario_personal,What would you lean toward in this decision?,responsible,Go with the responsible supplier — the cost difference is worth the alignment.,,team_lead,,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-04-30T18:24:10.626Z,2026-04-30T18:24:10.530Z,question_answer,user_fae85674-2696-496f-9f35-17416ef88d52,session_c0319e09-a5eb-4e82-8e79-5fd0d7da94ba,officePillars,,,hazel,Hazel the Hedgehog,Responsible Value Chain,chain_scenario_delaware,What do you think delaware would actually prioritise in a supplier decision like this?,responsible,Choose the responsible supplier even at higher cost.,,team_lead,,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-04-30T18:24:22.843Z,2026-04-30T18:24:22.696Z,question_answer,user_fae85674-2696-496f-9f35-17416ef88d52,session_c0319e09-a5eb-4e82-8e79-5fd0d7da94ba,officePillars,,,hazel,Hazel the Hedgehog,Responsible Value Chain,chain_scale,"Last one. How visible is responsible external decision-making — around suppliers, partners, and longer-term impact — in your everyday work?",4,4 — fairly often,,team_lead,,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-05-01T08:37:44.230Z,2026-05-01T08:37:43.644Z,profile_submitted,user_03314f18-fcff-45f1-a106-efc4e8c71c5b,session_b67d16dc-ab91-472c-b493-466b2a89c8aa,,,,,,,,,,,,team_lead,,Belgium,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-05-01T08:40:20.270Z,2026-05-01T08:40:20.144Z,profile_submitted,user_b2cb5ac2-450d-4061-ad77-5345229cb082,session_45313368-2e94-44a5-8814-42056962b90b,,,,,,,,,,,,team_lead,,Netherlands,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-05-01T09:05:21.017Z,2026-05-01T09:05:20.340Z,profile_submitted,user_03314f18-fcff-45f1-a106-efc4e8c71c5b,session_b67d16dc-ab91-472c-b493-466b2a89c8aa,,,,,,,,,,,,team_lead,,Germany,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-05-01T09:06:41.287Z,2026-05-01T09:06:41.139Z,question_answer,user_03314f18-fcff-45f1-a106-efc4e8c71c5b,session_b67d16dc-ab91-472c-b493-466b2a89c8aa,baselineDilemma,,,olive,Olive the Owl,Sustainability Guide,baseline_understanding,"welcome. one question before we begin — delaware's work is built around five values: entrepreneurship, team spirit, respect, commitment, and care. thinking about where you work today, how much do you see those values shape real decisions?",3,3 — sometimes,,team_lead,,Germany,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
2026-05-01T09:07:18.384Z,2026-05-01T09:07:18.289Z,question_answer,user_03314f18-fcff-45f1-a106-efc4e8c71c5b,session_b67d16dc-ab91-472c-b493-466b2a89c8aa,baselineDilemma,,,olive,Olive the Owl,Sustainability Guide,opening_dilemma,"when pressure rises like that, which line do you protect first?",conduct,the integrity of the message. i won't present the project as safer or cleaner than i believe it is.,,team_lead,,Germany,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",
